StationCode,New_Lat,New_Long,AG_1k_01,AG_1k_06,AG_1k_11,AG_1k_16,AG_5k_01,AG_5k_06,AG_5k_11,AG_5k_16,AG_WS_01,AG_WS_06,AG_WS_11,AG_WS_16,AGUR_1k_01,AGUR_1k_06,AGUR_1k_11,AGUR_1k_16,AGUR_5k_01,AGUR_5k_06,AGUR_5k_11,AGUR_5k_16,AGUR_WS_01,AGUR_WS_06,AGUR_WS_11,AGUR_WS_16,CD21_1k_01,CD21_1k_06,CD21_1k_11,CD21_1k_16,CD21_5k_01,CD21_5k_06,CD21_5k_11,CD21_5k_16,CD21_WS_01,CD21_WS_06,CD21_WS_11,CD21_WS_16,CNL_PI_PCT,MINES,NRST_DAM,PVD_INT_1k,PVD_INT_5k,PVD_INT_WS,RDRRDEN_1k,RDRRDEN_5k,RDRRDEN_WS,UR_1k_01,UR_1k_06,UR_1k_11,UR_1k_16,UR_5k_01,UR_5k_06,UR_5k_11,UR_5k_16,UR_WS_01,UR_WS_06,UR_WS_11,UR_WS_16
201AHO350,37.944761,-122.742972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201AUD020,37.93150481,-122.6799978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.117647059,4.117647059,4.117647059,4.117647059,4.117647059,4.117647059,4.117647059,4.117647059,0,0,-9999,0,0,0,0.659133583,1.734122029,1.734122029,0,0,0,0,0,0,0,0,0,0,0,0
201CE0039,38.014807,-122.688286,0,0,0,0,0,0,0,0,0,0,0,0,4.044117647,4.411764706,4.411764706,4.411764706,2.338854768,2.425708791,2.43191265,2.456728085,2.059399651,2.133516862,2.138810948,2.159987294,20.22058824,20.22058824,20.22058824,20.22058824,15.11260004,16.40300267,16.39679881,16.37198337,13.75403674,14.85520673,14.84991265,14.8287363,0,0,-9999,2,21,24,4.239242989,4.129664908,3.807886762,4.044117647,4.411764706,4.411764706,4.411764706,2.338854768,2.425708791,2.43191265,2.456728085,2.059399651,2.133516862,2.138810948,2.159987294
201CHE300,38.03945,-122.741796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,1.281275281,1.149152583,1.149152583,0,0,0,0,0,0,0,0,0,0,0,0
201EAS020,37.898378,-122.641818,0.976138829,0.976138829,0.976138829,0.976138829,0.409342644,0.409342644,0.409342644,0.409342644,0.409342644,0.409342644,0.409342644,0.409342644,20.28199566,20.28199566,20.28199566,20.39045553,4.984348664,4.984348664,4.984348664,5.008427643,4.984348664,4.984348664,4.984348664,5.008427643,30.5856833,30.5856833,30.5856833,30.47722343,9.342643872,9.342643872,9.342643872,9.318564893,9.342643872,9.342643872,9.342643872,9.318564893,0,0,-9999,3,3,3,5.07927535,1.809070718,1.809070718,19.30585683,19.30585683,19.30585683,19.4143167,4.57500602,4.57500602,4.57500602,4.599084999,4.57500602,4.57500602,4.57500602,4.599084999
201EAS050,37.900582,-122.637146,0,0,0,0,0,0,0,0,0,0,0,0,0.347826087,0.347826087,0.347826087,0.347826087,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,6.260869565,6.260869565,6.260869565,6.260869565,5.669398907,5.669398907,5.669398907,5.669398907,5.669398907,5.669398907,5.669398907,5.669398907,0,0,-9999,0,0,0,0.019197463,0.659970535,0.659970535,0.347826087,0.347826087,0.347826087,0.347826087,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022,0.136612022
201HAL100,38.07074,-122.68896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006395498,0.006395498,0.006395498,0.006395498,0.004241782,0.004241782,0.004241782,0.004241782,2.645502646,2.645502646,2.645502646,2.645502646,0.47326682,0.47326682,0.47326682,0.47326682,0.313891835,0.313891835,0.313891835,0.313891835,0,0,-9999,0,2,2,0.817958616,0.332157112,0.40768943,0,0,0,0,0.006395498,0.006395498,0.006395498,0.006395498,0.004241782,0.004241782,0.004241782,0.004241782
201HAL400,38.078809,-122.654151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0.332741299,0.366282298,0,0,0,0,0,0,0,0,0,0,0,0
204FCA016,37.32892721,-121.675018,0,,,,0,,,,0,,,,0,,,,0.0764,,,,0.0293,,,,13.1744,,,,3.0112,,,,2.1667,,,,,0,-9999,2,3,3,3.133006927,0.722634854,0.602088521,0,,,,0.0764,,,,0.0293,,,
201LAG050,38.04181,-122.78969,0,0,0,0,0,0,0,0,0,0,0,0,2.008310249,2.008310249,2.008310249,2.008310249,0.25777625,0.25777625,0.25777625,0.25777625,0.258953168,0.258953168,0.258953168,0.258953168,6.094182825,6.094182825,6.094182825,6.094182825,1.632582918,1.632582918,1.632582918,1.632582918,1.344352617,1.344352617,1.344352617,1.344352617,0,0,-9999,2,5,14,1.67705677,0.66428645,0.761303988,2.008310249,2.008310249,2.008310249,2.008310249,0.25777625,0.25777625,0.25777625,0.25777625,0.258953168,0.258953168,0.258953168,0.258953168
201LAG065,38.01235,-122.768198,0,0,0,0,0,0,0,0,0,0,0,0,0.13986014,0.13986014,0.13986014,0.13986014,0.174852965,0.174852965,0.174852965,0.174852965,0.215320911,0.215320911,0.215320911,0.215320911,1.911421911,1.911421911,1.911421911,1.911421911,1.075610661,1.075610661,1.075610661,1.075610661,1.047619048,1.047619048,1.047619048,1.047619048,0,0,-9999,1,5,10,0.499385436,0.587679868,0.718627078,0.13986014,0.13986014,0.13986014,0.13986014,0.174852965,0.174852965,0.174852965,0.174852965,0.215320911,0.215320911,0.215320911,0.215320911
201LAG103,37.990518,-122.751216,0,0,0,0,0,0,0,0,0,0,0,0,2.088772846,2.088772846,2.088772846,2.088772846,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,7.832898172,7.832898172,7.832898172,7.832898172,1.641137856,1.641137856,1.641137856,1.641137856,1.641137856,1.641137856,1.641137856,1.641137856,0,0,-9999,0,5,5,2.431915851,1.170643048,1.170643048,2.088772846,2.088772846,2.088772846,2.088772846,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803,0.533369803
201LAG130,38.074794,-122.784259,0,0,0,0,0,0,0,0,0,0,0,0,0.756811302,0.756811302,0.756811302,0.756811302,0.606628798,0.606628798,0.606628798,0.606628798,0.44292466,0.450137035,0.45098555,0.453106836,4.137235116,4.137235116,4.137235116,4.137235116,2.059780511,2.059780511,2.059780511,2.059780511,3.056774117,3.144595386,3.143746871,3.142474099,1.031306681,0,2.72738316,0,6,88,1.404041098,1.414415133,1.475738206,0.756811302,0.756811302,0.756811302,0.756811302,0.606628798,0.606628798,0.606628798,0.606628798,0.44292466,0.450137035,0.45098555,0.453106836
201LAG140,38.07034,-122.77051,0,0,0,0,0,0,0,0,0,0,0,0,0.86918731,0.86918731,0.86918731,0.86918731,0.641070309,0.641070309,0.641070309,0.641070309,0.44066073,0.448048534,0.448917687,0.45109057,4.737070839,4.737070839,4.737070839,4.737070839,1.902306459,1.902306459,1.902306459,1.902306459,3.084190536,3.174147904,3.173278751,3.171975021,1.049665351,0,1.69477495,2,10,88,2.022116089,1.380240864,1.481510478,0.86918731,0.86918731,0.86918731,0.86918731,0.641070309,0.641070309,0.641070309,0.641070309,0.44066073,0.448048534,0.448917687,0.45109057
201LAG150,38.06669,-122.70264,0,0,0,0,0,0,0,0,0,0,0,0,0.514403292,0.514403292,0.514403292,0.514403292,0.044365572,0.044365572,0.044365572,0.044365572,0.023969319,0.023969319,0.023969319,0.023969319,3.909465021,3.909465021,3.909465021,3.909465021,0.946465543,0.946465543,0.946465543,0.946465543,0.503355705,0.503355705,0.503355705,0.503355705,0,1,-9999,0,2,2,1.181891146,0.497371541,0.444519069,0.514403292,0.514403292,0.514403292,0.514403292,0.044365572,0.044365572,0.044365572,0.044365572,0.023969319,0.023969319,0.023969319,0.023969319
201LAG160,38.06156,-122.69958,0,0,0,0,0,0,0,0,0,0,0,0,0.770218228,0.770218228,0.770218228,0.770218228,0.189311198,0.189311198,0.189311198,0.189311198,0.164710727,0.164710727,0.164710727,0.164710727,3.722721438,3.722721438,3.722721438,3.722721438,3.189165574,3.189165574,3.189165574,3.189165574,2.714785729,2.714785729,2.714785729,2.714785729,0,0,-9999,1,13,16,1.308428022,1.26324253,1.342066284,0.770218228,0.770218228,0.770218228,0.770218228,0.189311198,0.189311198,0.189311198,0.189311198,0.164710727,0.164710727,0.164710727,0.164710727
204R01415,37.58349,-122.03047,1.165501166,1.165501166,1.165501166,1.165501166,2.260752946,2.241594022,2.232014561,2.232014561,0.374108756,0.457401305,0.463444098,0.578257161,92.77389277,92.77389277,92.77389277,92.77389277,49.88983619,50.21553789,50.33049143,50.39754766,8.555832411,9.421584965,9.571184915,9.952860772,5.827505828,5.827505828,5.827505828,5.827505828,12.32876712,12.03180381,11.9360092,11.87853243,3.417879807,3.38047982,3.376995687,3.39447079,5.700325648,6,16.0054732,2,4,994,11.18497559,7.926603566,2.164140955,91.60839161,91.60839161,91.60839161,91.60839161,47.62908325,47.97394386,48.09847687,48.1655331,8.181723655,8.96418366,9.107740818,9.374603612
204R01695,37.71805,-122.05421,0,0,0,0,0,0,0,0,0,0,0,0,5.902004454,5.902004454,5.902004454,5.902004454,1.504306684,1.504306684,1.504306684,1.504306684,0.963024611,0.963024611,0.963024611,0.963024611,11.69265033,11.69265033,11.69265033,11.69265033,4.597840592,4.597840592,4.597840592,4.597840592,3.483533468,3.483533468,3.483533468,3.483533468,0,0,-9999,0,2,2,2.330938223,1.311852149,1.012522621,5.902004454,5.902004454,5.902004454,5.902004454,1.504306684,1.504306684,1.504306684,1.504306684,0.963024611,0.963024611,0.963024611,0.963024611
204R02340,37.68893,-121.92265,0,0,0,0,0,0,0,0,0,0,0,0,60.86142322,60.86142322,60.86142322,61.23595506,13.59882006,13.59882006,13.59882006,13.65781711,13.59882006,13.59882006,13.59882006,13.65781711,14.79400749,14.79400749,14.79400749,14.41947566,3.097345133,3.097345133,3.097345133,3.038348083,3.097345133,3.097345133,3.097345133,3.038348083,0,0,-9999,5,5,5,13.01876283,2.631609797,2.631609797,60.86142322,60.86142322,60.86142322,61.23595506,13.59882006,13.59882006,13.59882006,13.65781711,13.59882006,13.59882006,13.59882006,13.65781711
204R02695,37.60975,-122.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,1.360840941,1.215423337,1.215423337,0,0,0,0,0,0,0,0,0,0,0,0
204R02719,37.71666,-122.05394,0,0,0,0,0,0,0,0,0,0,0,0,4.9200492,4.9200492,4.9200492,4.9200492,1.621690105,1.621690105,1.621690105,1.621690105,1.010821739,1.010821739,1.010821739,1.010821739,13.89913899,13.89913899,13.89913899,13.89913899,5.067781579,5.067781579,5.067781579,5.067781579,3.6627423,3.6627423,3.6627423,3.6627423,0,0,-9999,0,2,2,2.099765531,1.360680037,1.019699874,4.9200492,4.9200492,4.9200492,4.9200492,1.621690105,1.621690105,1.621690105,1.621690105,1.010821739,1.010821739,1.010821739,1.010821739
204R03156,37.7082,-121.91702,0,0,0,0,0.040712468,0,0,0,0.742733493,0.733376221,0.733376221,0.733376221,89.76793249,91.03375527,91.66666667,92.40506329,44.63613232,49.32824427,50,50.27989822,32.99257267,42.39546172,42.82823557,43.2013568,10.23206751,8.966244726,8.333333333,7.594936709,15.82697201,16.31552163,16.42239186,17.17048346,15.26638985,15.90385403,15.97169425,16.06760629,0,0,-9999,4,40,183,10.66037361,8.739461223,7.405456037,89.76793249,91.03375527,91.66666667,92.40506329,44.59541985,49.32824427,50,50.27989822,32.24983917,41.6620855,42.09485935,42.46798058
204R03207,37.57059,-122.01134,6.369982548,6.369982548,6.369982548,6.369982548,2.019593067,2.004521477,1.996985682,1.996985682,0.373564127,0.456929516,0.462977594,0.577891063,24.86910995,25.47993019,25.7417103,25.7417103,40.9042954,41.19065561,41.30369254,41.48455162,8.496513365,9.363023036,9.512699328,9.894599993,18.15008726,17.62652705,17.36474695,17.36474695,9.98492841,9.736247174,9.638281839,9.525244913,3.404304705,3.366872011,3.363439318,3.381038678,5.71268174,7,14.2925656,0,3,990,1.030038832,7.467157973,2.157835013,18.4991274,19.10994764,19.37172775,19.37172775,38.88470234,39.18613414,39.30670686,39.48756594,8.122949239,8.90609352,9.049721734,9.316708931
201LAG165,38.05839,-122.76522,0,0,0,0,0,0,0,0,0,0,0,0,0.414446418,0.414446418,0.414446418,0.414446418,0.186943474,0.186943474,0.186943474,0.186943474,0.53887415,0.552924549,0.554577538,0.558710008,2.664298401,2.664298401,2.664298401,2.664298401,1.480789098,1.480789098,1.480789098,1.480789098,4.264709529,4.435793806,4.434140818,4.431661336,2.146547357,0,8.75286567,0,10,60,1.612590079,1.781933378,1.885732687,0.414446418,0.414446418,0.414446418,0.414446418,0.186943474,0.186943474,0.186943474,0.186943474,0.53887415,0.552924549,0.554577538,0.558710008
204R03279,37.75161,-122.05824,0,0,0,0,0,0,0,0,0,0,0,0,0.706713781,0.706713781,0.706713781,0.706713781,0.530503979,0.530503979,0.530503979,0.530503979,0.481695568,0.481695568,0.481695568,0.481695568,4.593639576,4.593639576,4.593639576,4.593639576,2.885941645,2.885941645,2.885941645,2.885941645,2.668593449,2.668593449,2.668593449,2.668593449,0,0,-9999,1,1,1,1.30991523,0.851220089,0.774175258,0.706713781,0.706713781,0.706713781,0.706713781,0.530503979,0.530503979,0.530503979,0.530503979,0.481695568,0.481695568,0.481695568,0.481695568
201LAG175,38.04473,-122.750729,0,0,0,0,0,0,0,0,0,0,0,0,0.582750583,0.582750583,0.582750583,0.582750583,0.049437647,0.049437647,0.049437647,0.049437647,0.545781095,0.560602626,0.562346336,0.56670561,2.738927739,2.738927739,2.738927739,2.738927739,1.598483912,1.598483912,1.598483912,1.598483912,4.392404401,4.572878341,4.571134632,4.568519067,2.212192385,0,6.77089227,1,17,58,2.849900864,1.93197392,1.893673027,0.582750583,0.582750583,0.582750583,0.582750583,0.049437647,0.049437647,0.049437647,0.049437647,0.545781095,0.560602626,0.562346336,0.56670561
201LAG180,38.037353,-122.745988,0,0,0,0,0,0,0,0,0,0,0,0,0.253164557,0.253164557,0.253164557,0.253164557,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.379746835,0.379746835,0.379746835,0.379746835,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0,0,-9999,1,1,1,2.09098317,1.217559822,1.217559822,0.253164557,0.253164557,0.253164557,0.253164557,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401,0.06002401
201LAG18X,38.065217,-122.803657,0,0,0,0,0,0,0,0,0,0,0,0,5.083459788,5.235204856,5.235204856,5.31107739,0.938314509,0.947002606,0.951346655,0.955690704,0.470846772,0.478784739,0.479620315,0.482127041,4.855842185,4.704097117,4.704097117,4.704097117,3.084274544,3.075586447,3.071242398,3.071242398,3.059877338,3.145523822,3.144688247,3.143434884,1.013042536,0,4.59581361,1,6,89,1.627863242,1.481068529,1.46847997,5.083459788,5.235204856,5.235204856,5.31107739,0.938314509,0.947002606,0.951346655,0.955690704,0.470846772,0.478784739,0.479620315,0.482127041
201LAG190,38.02954,-122.736246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799086758,0.799086758,0.799086758,0.799086758,0.089342693,0.089342693,0.089342693,0.089342693,0.089342693,0.089342693,0.089342693,0.089342693,0,0,-9999,1,6,6,2.220944173,1.787957302,1.787957302,0,0,0,0,0,0,0,0,0,0,0,0
201LAG210,38.01861,-122.73306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550858314,0.576479631,0.576479631,0.576479631,0.630312487,0.647764136,0.649817271,0.654950109,4.504021448,4.504021448,4.504021448,4.504021448,5.675121701,5.743445213,5.743445213,5.743445213,4.972693303,5.185192789,5.183139654,5.180059952,2.588059322,0,3.56393198,6,19,47,2.447576355,2.523850632,1.903831604,0,0,0,0,0.550858314,0.576479631,0.576479631,0.576479631,0.630312487,0.647764136,0.649817271,0.654950109
201LAG220,38.01611,-122.72297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686542255,0.720679715,0.720679715,0.728265817,0.653351352,0.671440884,0.673569065,0.678889516,3.726708075,3.726708075,3.726708075,3.726708075,6.000606888,6.372325899,6.372325899,6.364739797,5.069325473,5.289592134,5.287463954,5.284271684,2.638176565,0,2.75761487,0,16,41,2.069506359,2.615056109,1.915967626,0,0,0,0,0.686542255,0.720679715,0.720679715,0.728265817,0.653351352,0.671440884,0.673569065,0.678889516
201LAG240,38.00703,-122.70569,0,0,0,0,0,0,0,0,0,0,0,0,0.641436818,0.769724182,0.769724182,0.769724182,1.351500441,1.401147396,1.401147396,1.412180053,1.726318923,1.785847161,1.789567676,1.804449736,15.9076331,15.9076331,15.9076331,15.9076331,10.01213592,11.19814651,11.19814651,11.18711386,12.96227398,13.73614108,13.73242057,13.71753851,0,0,-9999,4,14,28,5.512610274,3.670496762,3.831409088,0.641436818,0.769724182,0.769724182,0.769724182,1.351500441,1.401147396,1.401147396,1.412180053,1.726318923,1.785847161,1.789567676,1.804449736
202R00104,37.38872888,-122.2828599,0.143884892,0.143884892,0.143884892,0.143884892,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.143884892,0.143884892,0.143884892,0.143884892,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,0.122249389,5.395683453,5.395683453,5.395683453,5.395683453,7.640586797,7.640586797,7.640586797,7.640586797,7.640586797,7.640586797,7.640586797,7.640586797,0,0,-9999,0,0,0,2.316112524,3.100821608,3.100821608,0,0,0,0,0,0,0,0,0,0,0,0
202R00214,37.26166,-122.24082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201201201,1.201201201,1.201201201,1.201201201,1.65151234,1.65151234,1.65151234,1.65151234,1.65151234,1.65151234,1.65151234,1.65151234,0,0,-9999,1,1,1,0.74857909,1.753642766,1.753642766,0,0,0,0,0,0,0,0,0,0,0,0
201LAG241,38.008307,-122.703405,0,0,0,0,0,0,0,0,0,0,0,0,0.810372771,0.918422474,0.918422474,0.918422474,1.421649539,1.46957031,1.474894841,1.496192961,1.743443301,1.803562035,1.807319456,1.82234914,17.0178282,17.0178282,17.0178282,17.0178282,10.28699217,11.43176615,11.42644162,11.4051435,12.95934471,13.74088825,13.73713083,13.72210115,0,0,-9999,2,13,26,5.864689578,3.697348384,3.840089108,0.810372771,0.918422474,0.918422474,0.918422474,1.421649539,1.46957031,1.474894841,1.496192961,1.743443301,1.803562035,1.807319456,1.82234914
201LAG242,38.013619,-122.69674,0,0,0,0,0,0,0,0,0,0,0,0,4.202586207,4.310344828,4.310344828,4.310344828,1.872659176,1.929879318,1.935081149,1.955888473,1.825230173,1.881763851,1.885801971,1.90195445,28.17887931,28.07112069,28.07112069,28.07112069,11.58447774,12.68206409,12.67686226,12.65605493,12.76853497,13.6084639,13.60442578,13.5882733,0,0,-9999,2,12,24,5.84966193,3.673119455,3.686410584,4.202586207,4.310344828,4.310344828,4.310344828,1.872659176,1.929879318,1.935081149,1.955888473,1.825230173,1.881763851,1.885801971,1.90195445
201LAG270,38.01356,-122.66664,0,0,0,0,0,0,0,0,0,0,0,0,4.13961039,4.13961039,4.13961039,4.13961039,2.425295919,2.483238143,2.491515603,2.508070524,2.425295919,2.483238143,2.491515603,2.508070524,19.15584416,25.32467532,25.32467532,25.32467532,16.42248158,17.1508981,17.14262064,17.12606572,16.42248158,17.1508981,17.14262064,17.12606572,0,0,-9999,3,17,17,4.604378167,3.892865899,3.892865899,4.13961039,4.13961039,4.13961039,4.13961039,2.425295919,2.483238143,2.491515603,2.508070524,2.425295919,2.483238143,2.491515603,2.508070524
201LAG280,38.013003,-122.660755,0,0,0,0,0,0,0,0,0,0,0,0,2.05066345,2.05066345,2.05066345,2.05066345,2.210379172,2.271535908,2.280272584,2.297745937,2.210379172,2.271535908,2.280272584,2.297745937,6.332931242,10.67551267,10.67551267,10.67551267,15.61244103,16.180325,16.17158833,16.15411497,15.61244103,16.180325,16.17158833,16.15411497,0,0,-9999,1,15,15,2.658601452,3.740071676,3.740071676,2.05066345,2.05066345,2.05066345,2.05066345,2.210379172,2.271535908,2.280272584,2.297745937,2.210379172,2.271535908,2.280272584,2.297745937
201LAG289,38.01306,-122.651005,0,0,0,0,0,0,0,0,0,0,0,0,8.833922261,9.116607774,9.187279152,9.328621908,2.579525737,2.660497397,2.672064777,2.695199537,2.579525737,2.660497397,2.672064777,2.695199537,35.54770318,35.26501767,35.19434629,35.05300353,19.29438982,19.21341816,19.20185078,19.17871602,19.29438982,19.21341816,19.20185078,19.17871602,0,0,-9999,2,14,14,8.457120195,4.324665041,4.324665041,8.833922261,9.116607774,9.187279152,9.328621908,2.579525737,2.660497397,2.672064777,2.695199537,2.579525737,2.660497397,2.672064777,2.695199537
201LAG290,38.013123,-122.650594,0,0,0,0,0,0,0,0,0,0,0,0,8.684034736,8.951235805,9.018036072,9.151636607,2.595296026,2.676399027,2.68798517,2.711157456,2.595296026,2.676399027,2.68798517,2.711157456,35.33734135,35.07014028,35.00334001,34.86973948,19.26775576,19.18665276,19.17506662,19.15189433,19.26775576,19.18665276,19.17506662,19.15189433,0,0,-9999,2,14,14,8.377376174,4.326896923,4.326896923,8.684034736,8.951235805,9.018036072,9.151636607,2.595296026,2.676399027,2.68798517,2.711157456,2.595296026,2.676399027,2.68798517,2.711157456
202R00280,37.29352939,-122.2188524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857142857,3.857142857,3.857142857,3.857142857,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,0,0,-9999,0,0,0,1.309028385,1.326302835,1.326302835,0,0,0,0,0,0,0,0,0,0,0,0
202R00376,37.39076876,-122.3683386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,5.521091811,5.521091811,5.521091811,5.521091811,4.825628548,4.825628548,4.825628548,4.825628548,4.825628548,4.825628548,4.825628548,4.825628548,0,1,-9999,0,0,0,3.218432033,4.0052969,4.0052969,0,0,0,0,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515,0.0405515
204R03999,37.69464,-122.0873,0,0,0,0,0,0,0,0,0,0,0,0,96.75324675,96.75324675,96.75324675,96.83441558,87.93027684,87.98886773,88.28182218,88.41365168,87.93027684,87.98886773,88.28182218,88.41365168,3.084415584,3.084415584,3.084415584,3.003246753,10.9125531,10.85396221,10.56100776,10.42917826,10.9125531,10.85396221,10.56100776,10.42917826,0,0,-9999,6,12,12,10.68113882,11.96122661,11.96122661,96.75324675,96.75324675,96.75324675,96.83441558,87.93027684,87.98886773,88.28182218,88.41365168,87.93027684,87.98886773,88.28182218,88.41365168
204R04015,37.75763,-122.14714,0,0,0,0,0,0,0,0,0,0,0,0,43.58353511,43.58353511,43.58353511,43.58353511,34.43591258,34.61311282,34.61311282,34.67217956,34.43591258,34.61311282,34.61311282,34.67217956,45.27845036,45.27845036,45.27845036,45.27845036,53.45540461,53.27820437,53.27820437,53.21913763,53.45540461,53.27820437,53.27820437,53.21913763,21.21211935,0,-9999,1,2,2,9.577582598,8.969696187,8.969696187,43.58353511,43.58353511,43.58353511,43.58353511,34.43591258,34.61311282,34.61311282,34.67217956,34.43591258,34.61311282,34.61311282,34.67217956
204R04031,37.69421,-121.84747,2.101859337,2.101859337,2.101859337,2.101859337,0.690642635,0.871725764,0.880148235,2.15194138,1.002111889,1.196322829,1.224895441,1.4766657,17.86580437,17.86580437,17.86580437,33.62974939,25.31794829,27.93312558,29.3438895,33.44563295,17.70011181,18.70263779,19.0682844,19.77845874,18.1083266,18.1083266,18.1083266,19.80598222,11.90516297,11.09660574,11.41665965,11.37033606,5.222576504,5.016770881,5.02381051,4.956726987,8.88814338,0,-9999,1,27,161,3.165115761,3.941691282,3.672523695,15.76394503,15.76394503,15.76394503,31.52789006,24.62730565,27.06139981,28.46374126,31.29369157,16.69799992,17.50631496,17.84338896,18.30179303
204R04079,37.78095,-122.14905,0,0,0,0,0,0,0,0,0,0,0,0,6.351665376,6.42912471,6.738962045,6.893880713,7.633136095,7.75147929,7.98816568,8.224852071,7.633136095,7.75147929,7.98816568,8.224852071,21.37877614,21.30131681,21.22385747,21.06893881,25.73964497,25.62130178,25.56213018,25.32544379,25.73964497,25.62130178,25.56213018,25.32544379,0,0,-9999,0,0,0,5.823808533,5.866071323,5.866071323,6.351665376,6.42912471,6.738962045,6.893880713,7.633136095,7.75147929,7.98816568,8.224852071,7.633136095,7.75147929,7.98816568,8.224852071
204R04139,37.6974,-122.12952,0.481927711,0.481927711,0.481927711,0.481927711,0.231808103,0.211650877,0.211650877,0.211650877,0.231808103,0.211650877,0.211650877,0.211650877,98.79518072,98.79518072,98.87550201,98.95582329,86.8474098,86.99858899,87.03890345,87.0792179,86.8474098,86.99858899,87.03890345,87.0792179,1.124497992,1.124497992,1.044176707,0.963855422,5.815359806,5.664180609,5.623866156,5.583551703,5.815359806,5.664180609,5.623866156,5.583551703,100,0,-9999,0,0,0,15.92393939,14.60532134,14.60532134,98.31325301,98.31325301,98.3935743,98.47389558,86.61560169,86.78693812,86.82725257,86.86756702,86.61560169,86.78693812,86.82725257,86.86756702
204R04251,37.68963,-121.87613,0,0,0,0,0.690805145,0.690805145,0.690805145,0.690805145,0.926711823,1.079968345,1.104355498,1.577753178,88.57459789,88.85191348,88.90737659,89.96117582,29.00020418,32.46784183,34.38712312,41.26454774,15.01172735,15.95302365,16.33269815,17.56998754,5.435385469,5.158069884,5.102606767,5.047143649,13.0640441,12.1690601,12.14864221,12.05676172,4.666553498,4.457828157,4.465000849,4.420530158,8.947343146,4,-9999,6,71,294,14.727867,5.635928898,3.290740864,88.57459789,88.85191348,88.90737659,89.96117582,28.30939903,31.77703668,33.69631797,40.5737426,14.08501553,14.8730553,15.22834265,15.99223437
204R04259,37.64998,-122.06193,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,8.695652174,8.695652174,8.695652174,20.79665493,20.90669014,21.03873239,21.17077465,20.79665493,20.90669014,21.03873239,21.17077465,15.0621118,15.0621118,15.0621118,15.0621118,14.96478873,14.85475352,14.72271127,14.65669014,14.96478873,14.85475352,14.72271127,14.65669014,0,0,-9999,0,0,0,2.964131827,4.310205334,4.310205334,8.695652174,8.695652174,8.695652174,8.695652174,20.79665493,20.90669014,21.03873239,21.17077465,20.79665493,20.90669014,21.03873239,21.17077465
